Kontakt_Id;Kennzeichen;Datum_ez;Datum_hu;Km_stand;Letzter_besuch;Kontakt_Name
2013;P-FT 52;30.04.1998;01.05.2004;321648;01.12.2002;Otthild Himer
2013;D-PX 496;16.06.2004;01.06.2007;0;01.08.2004;Otthild Himer
2013;P-SO 226;06.10.1999;01.12.2003;236758;01.01.2003;Otthild Himer
2013;P-SF 765;13.02.1997;01.02.2001;279527;01.02.2000;Otthild Himer
2013;P-SP 9;10.02.1993;01.06.2001;271975;01.03.2000;Otthild Himer
2013;P-SX 870;07.04.2000;01.06.2006;148919;01.07.2004;Otthild Himer
2013;P-UM 710;26.06.2000;01.06.2006;150100;01.11.2004;Otthild Himer
2013;P-LS 537;18.10.1995;01.12.2003;239979;01.05.2002;Otthild Himer
2013;P-LH 899;06.12.2000;01.12.2004;107189;01.06.2004;Otthild Himer
2013;P-JQ 947;15.06.1998;01.06.2001;133508;01.06.2001;Otthild Himer
2013;P-IC 639;25.02.1997;01.05.2004;283192;01.12.2002;Otthild Himer
2013;P-TP 690;13.11.1998;01.01.2005;210481;01.08.2003;Otthild Himer
2013;P-IG 759;09.06.1998;01.06.2004;117756;01.02.2003;Otthild Himer
2013;D-GY 789;16.06.2004;01.06.2007;0;01.07.2004;Otthild Himer
2013;P-XE 727;28.10.1999;01.01.2004;239098;01.01.2003;Otthild Himer
2013;P-XH 359;30.01.1997;01.02.2001;135553;01.05.2000;Otthild Himer
2013;P-JL 159;27.07.1994;01.11.2000;368863;01.02.2000;Otthild Himer
2013;P-NR 936;07.04.2000;01.06.2006;134439;01.07.2004;Otthild Himer
2013;P-HA 708;19.05.2000;01.05.2006;224387;01.11.2004;Otthild Himer
2013;P-PR 306;29.12.1995;01.04.2004;225023;01.10.2002;Otthild Himer
2013;P-FO 864;11.12.1998;01.12.2004;104143;01.05.2003;Otthild Himer
2013;P-GH 689;28.05.1998;01.05.2005;240572;01.11.2004;Otthild Himer
2013;P-NJ 967;17.11.1998;01.03.2005;119140;01.11.2004;Otthild Himer
2013;P-MF 215;09.06.1998;01.06.2002;414827;01.12.2001;Otthild Himer
2013;P-PL 915;01.02.2000;01.01.2006;162420;01.11.2004;Otthild Himer
2013;P-DT 167;30.01.1997;01.02.2000;299590;01.02.2000;Otthild Himer
2013;P-LG 127;10.02.1994;01.02.2002;209513;01.11.2000;Otthild Himer
2013;P-RU 925;05.06.2000;01.06.2006;165155;01.08.2004;Otthild Himer
2013;B-CC 37;23.06.2000;01.06.2004;58805;01.07.2002;Otthild Himer
2013;P-OM 899;29.12.1995;01.03.2004;458050;01.09.2002;Otthild Himer
2013;P-UX 131;16.11.1998;01.11.2004;8772;01.12.2003;Otthild Himer
2013;P-CP 605;15.07.1999;01.07.2006;125472;01.08.2004;Otthild Himer
2013;P-UR 799;23.07.1999;01.09.2003;340135;01.12.2002;Otthild Himer
2013;P-SR 907;26.11.1997;01.03.2000;270764;01.03.2000;Otthild Himer
2013;P-GA 233;26.01.2000;01.01.2006;128120;01.11.2004;Otthild Himer
2013;P-GX 116;17.02.1997;01.02.2003;199924;01.11.2001;Otthild Himer
2013;P-KV 139;20.06.2000;01.06.2006;104807;01.09.2004;Otthild Himer
2013;P-RS 222;12.04.2000;01.05.2006;160714;01.11.2004;Otthild Himer
2013;P-DA 661;23.06.2000;01.05.2006;139845;01.09.2004;Otthild Himer
2013;P-FU 10;29.12.1995;01.12.2002;302700;01.05.2002;Otthild Himer
2013;P-OH 427;24.09.1998;01.07.2004;135206;01.09.2003;Otthild Himer
2013;P-CU 265;09.11.2000;01.05.2005;209953;01.10.2004;Otthild Himer
2013;P-IP 48;19.08.1999;01.08.2005;179258;01.06.2004;Otthild Himer
2013;P-LT 816;10.01.1998;01.01.2002;261230;01.03.2001;Otthild Himer
2013;P-EF 653;14.02.2000;01.02.2006;150255;01.09.2004;Otthild Himer
2013;P-GT 87;13.02.1997;01.02.2003;223512;01.04.2000;Otthild Himer
2013;P-JL 941;24.05.2000;01.05.2004;73569;01.01.2003;Otthild Himer
2013;P-AA 684;12.04.2000;01.06.2006;238939;01.09.2004;Otthild Himer
2013;M-SA 747;02.08.2001;01.08.2006;97541;01.09.2004;Otthild Himer
2013;B-OB 209;10.02.1995;01.02.2000;118998;01.02.2000;Otthild Himer
2013;P-TH 478;29.12.1995;01.05.2004;161429;01.08.2002;Otthild Himer
2013;P-VW 903;25.01.1999;01.01.2005;144170;01.09.2004;Otthild Himer
2013;P-OE 184;24.03.1997;01.05.2003;291221;01.10.2002;Otthild Himer
2013;P-RF 904;07.07.1999;01.07.2002;44203;01.06.2000;Otthild Himer
2013;P-YT 947;15.07.1999;01.11.2005;119465;01.09.2004;Otthild Himer
2013;P-YU 378;06.10.1998;01.10.2001;280628;01.10.2001;Otthild Himer
2013;P-CI 572;19.01.2000;01.03.2006;179703;01.09.2004;Otthild Himer
2013;P-IT 886;12.03.1997;01.12.2002;208874;01.06.2002;Otthild Himer
2013;P-XX 896;13.03.1998;01.03.2005;4172;01.01.2004;Otthild Himer
2013;P-ML 942;05.12.2000;01.12.2004;232047;01.06.2004;Otthild Himer
2013;P-QE 634;17.04.2000;01.06.2004;242196;01.12.2002;Otthild Himer
2013;P-IL 702;22.03.1995;01.03.2002;240726;01.03.2000;Otthild Himer
2013;P-CI 397;27.09.1996;01.01.2003;365277;01.06.2002;Otthild Himer
2013;P-AN 560;05.11.1998;01.03.2005;200715;01.06.2004;Otthild Himer
2013;P-FV 946;15.04.1997;01.08.2003;139169;01.12.2002;Otthild Himer
2013;P-TG 942;13.10.1999;01.10.2002;38208;01.03.2001;Otthild Himer
2014;P-UM 13;29.05.1991;01.12.2001;100231;01.12.2001;Elimar Meibaum
2014;P-JU 590;03.03.1993;01.03.2002;67500;01.01.2002;Elimar Meibaum
2014;P-TO 674;13.11.1991;01.03.2003;98210;01.04.2002;Elimar Meibaum
2014;P-RE 305;28.04.2000;01.05.2003;21200;01.06.2002;Elimar Meibaum
2014;P-OO 957;28.05.1999;01.05.2004;80000;01.06.2003;Elimar Meibaum
2014;P-WV 880;21.11.1995;01.11.2004;37903;01.07.2003;Elimar Meibaum
2014;P-AD 717;03.07.1990;01.08.2003;60286;01.12.2001;Elimar Meibaum
2014;P-TR 88;26.10.1990;01.10.2002;108807;01.06.2002;Elimar Meibaum
2015;HVL-XM 122;15.06.1995;01.05.2000;95412;01.02.2000;Fa. Beims GmbH
2018;P-NA 619;24.10.2003;01.10.2006;190;01.11.2003;Fa. Millfahrt e.V.
2020;HVL-CF 428;02.10.1997;01.10.2004;107177;01.10.2000;Fa. Diestelmeiergesellschaft mbH
2022;PM-GB 113;31.08.2000;01.08.2005;40069;01.08.2004;Fa. Stanetzky GmbH i.G.
2025;HVL-BU 699;04.03.2003;01.03.2006;14541;01.03.2003;Fa. Zaage gGmbH
2025;HVL-GR 125;30.12.1996;01.06.2005;121701;01.08.2004;Fa. Zaage gGmbH
2025;HVL-AT 187;30.12.1997;01.12.2005;82463;01.03.2004;Fa. Zaage gGmbH
2025;NAU-OJ 255;22.12.1992;01.04.2001;158120;01.02.2000;Fa. Zaage gGmbH
2029;B-QO 593;14.11.2002;01.11.2005;29250;01.09.2003;Fa. Rodriguez GmbH i.G.
2029;BBL 3-PU 68;12.04.2003;01.04.2005;21663;01.01.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 3-UJ 744;28.08.2000;01.08.2003;30472;01.08.2001;Fa. Rodriguez GmbH i.G.
2029;BBL 3-TU 27;19.11.2002;01.11.2005;5322;01.10.2003;Fa. Rodriguez GmbH i.G.
2029;P-UL 882;27.06.2002;01.06.2005;32348;01.04.2003;Fa. Rodriguez GmbH i.G.
2029;BBL 8-EJ 193;01.09.2003;01.09.2006;43967;01.09.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 3-CE 645;06.01.2000;01.11.2003;3575;01.03.2001;Fa. Rodriguez GmbH i.G.
2029;BBL 3-GP 4;27.05.1998;01.05.2006;108500;01.08.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 8-TG 600;18.07.2002;01.07.2005;45742;01.07.2003;Fa. Rodriguez GmbH i.G.
2029;BBL 8-UD 245;06.11.2000;01.11.2003;29780;01.09.2001;Fa. Rodriguez GmbH i.G.
2029;BBL 3-FO 691;26.11.2003;01.11.2006;23548;01.07.2004;Fa. Rodriguez GmbH i.G.
2029;OHV-VB 771;23.10.2000;01.10.2003;32000;01.08.2001;Fa. Rodriguez GmbH i.G.
2029;BBL 3-WP 524;25.11.2003;01.11.2006;16370;01.05.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 3-ER 639;12.12.2000;01.11.2004;120933;01.08.2004;Fa. Rodriguez GmbH i.G.
2029;B-HS 949;15.08.2001;01.08.2004;37530;01.05.2002;Fa. Rodriguez GmbH i.G.
2029;P-UH 325;22.10.2001;01.10.2004;24788;01.01.2002;Fa. Rodriguez GmbH i.G.
2029;BBL 3-GK 393;27.11.1992;01.03.2005;116968;01.08.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 5-DY 573;11.11.2003;01.11.2006;50922;01.11.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 3-UX 245;17.11.2003;01.11.2006;19760;01.03.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 3-NH 399;17.01.1991;01.03.2003;81317;01.09.2002;Fa. Rodriguez GmbH i.G.
2029;P-YP 324;13.05.2002;01.05.2005;0;01.06.2002;Fa. Rodriguez GmbH i.G.
2029;BBL 3-HS 549;20.11.2003;01.11.2006;8000;01.04.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 5-MG 538;01.10.2003;01.10.2006;32348;01.07.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 8-TA 227;24.04.2001;01.04.2004;34659;01.04.2002;Fa. Rodriguez GmbH i.G.
2029;BBL 3-VQ 716;21.11.2003;01.11.2006;26375;01.07.2004;Fa. Rodriguez GmbH i.G.
2029;P-RG 375;01.11.2002;01.11.2005;41367;01.10.2003;Fa. Rodriguez GmbH i.G.
2029;OHV-MP 950;29.11.1999;01.07.2004;16434;01.07.2000;Fa. Rodriguez GmbH i.G.
2029;BBL 3-QQ 170;18.10.2001;01.10.2004;8167;01.02.2002;Fa. Rodriguez GmbH i.G.
2029;BBL 3-XQ 287;30.03.2004;01.03.2007;25980;01.10.2004;Fa. Rodriguez GmbH i.G.
2029;BBL 3-AV 350;20.09.1994;01.09.2005;205794;01.10.2003;Fa. Rodriguez GmbH i.G.
2029;P-SM 582;02.10.2001;01.10.2004;25000;01.02.2002;Fa. Rodriguez GmbH i.G.
2029;P-KN 407;23.10.2001;01.10.2004;18536;01.07.2002;Fa. Rodriguez GmbH i.G.
2029;P-GN 389;27.07.2000;01.10.2003;31040;01.06.2001;Fa. Rodriguez GmbH i.G.
2029;BBL 3-GS 314;01.10.2001;01.10.2004;25800;01.07.2002;Fa. Rodriguez GmbH i.G.
2029;PM-RG 971;13.11.2002;01.11.2005;37412;01.11.2003;Fa. Rodriguez GmbH i.G.
2029;BBL 3-YT 291;27.07.2000;01.07.2003;30623;01.07.2001;Fa. Rodriguez GmbH i.G.
2029;BBL 3-EK 472;08.10.2001;01.10.2004;28532;01.02.2002;Fa. Rodriguez GmbH i.G.
2029;OHV-ID 485;15.10.2001;01.10.2004;33074;01.05.2002;Fa. Rodriguez GmbH i.G.
2029;MOL-GU 853;30.10.2001;01.10.2004;34000;01.03.2003;Fa. Rodriguez GmbH i.G.
2029;PM-XF 877;27.07.2000;01.08.2003;31333;01.09.2001;Fa. Rodriguez GmbH i.G.
2029;BBL 3-VK 315;26.11.2002;01.11.2004;26898;01.09.2003;Fa. Rodriguez GmbH i.G.
2031;P-KT 973;31.05.2001;01.05.2004;24066;01.09.2002;Fa. Kavuk GmbH & Co.KG
2032;P-GF 524;26.01.1994;01.02.2005;30980;01.02.2004;Fa. Emshoff gGmbH
2032;P-VM 377;23.12.2002;01.01.2006;54120;01.11.2004;Fa. Emshoff gGmbH
2032;P-NX 116;05.09.1995;01.08.2006;106625;01.11.2004;Fa. Emshoff gGmbH
2032;P-OH 522;26.06.1996;01.04.2005;162100;01.10.2004;Fa. Emshoff gGmbH
2032;P-TU 970;10.07.1996;01.01.2005;134262;01.01.2004;Fa. Emshoff gGmbH
2032;P-VT 89;06.01.1999;01.01.2002;105533;01.08.2001;Fa. Emshoff gGmbH
2032;P-OF 759;21.09.2001;01.08.2006;137587;01.09.2004;Fa. Emshoff gGmbH
2032;P-YQ 693;28.08.1995;01.08.2006;35085;01.08.2004;Fa. Emshoff gGmbH
2032;P-XB 4;30.08.1995;01.07.2006;35642;01.07.2004;Fa. Emshoff gGmbH
2032;P-AX 90;06.04.1993;01.10.2006;39171;01.10.2004;Fa. Emshoff gGmbH
2032;P-WL 981;28.07.1993;01.02.2005;45974;01.10.2004;Fa. Emshoff gGmbH
2033;TF-GJ 79;28.02.1997;01.01.2004;111434;01.11.2002;Zlatko Kawan
2033;P-RU 248;13.02.1996;01.03.2003;69296;01.05.2002;Zlatko Kawan
2033;P-WU 337;04.10.1991;01.09.2003;46850;01.01.2003;Zlatko Kawan
2034;P-JX 589;30.11.2001;01.11.2004;31250;01.11.2003;Katharina Cordts
2035;P-WA 741;29.10.1999;01.10.2006;188120;01.04.2004;Fa. Petruchin e.V.
2035;P-MX 122;01.07.2004;01.07.2007;14851;01.09.2004;Fa. Petruchin e.V.
2036;P-XA 717;17.02.1999;01.02.2002;72686;01.11.2000;Reinder Kuhlencord
2036;P-DV 666;17.05.2004;01.05.2007;16222;01.09.2004;Reinder Kuhlencord
2038;P-NN 659;29.05.1995;01.05.2002;210990;01.07.2001;Fa. Seygesellschaft mbH
2038;P-VT 399;01.04.1997;01.04.2002;164850;01.02.2001;Fa. Seygesellschaft mbH
2038;P-VG 816;27.11.1998;01.10.2001;114923;01.10.2001;Fa. Seygesellschaft mbH
2038;P-QA 183;06.10.1994;01.09.2001;204210;01.05.2001;Fa. Seygesellschaft mbH
2038;P-HR 190;11.08.1995;01.08.2002;196745;01.09.2001;Fa. Seygesellschaft mbH
2038;P-KM 828;01.04.1997;01.03.2002;166650;01.02.2001;Fa. Seygesellschaft mbH
2038;P-HM 743;22.06.2000;01.07.2006;32850;01.09.2004;Fa. Seygesellschaft mbH
2038;P-GE 876;29.08.1995;01.07.2004;208780;01.07.2002;Fa. Seygesellschaft mbH
2038;P-MT 688;28.08.1995;01.08.2004;168045;01.09.2003;Fa. Seygesellschaft mbH
2038;P-AA 562;26.04.2002;01.05.2005;45238;01.12.2003;Fa. Seygesellschaft mbH
2038;P-NQ 723;18.08.1998;01.08.2005;94180;01.08.2003;Fa. Seygesellschaft mbH
2038;P-HA 719;06.09.1997;01.08.2002;150050;01.03.2001;Fa. Seygesellschaft mbH
2038;P-AX 220;15.09.1995;01.08.2002;163350;01.05.2001;Fa. Seygesellschaft mbH
2038;B-KF 839;15.07.2004;01.07.2007;0;01.07.2004;Fa. Seygesellschaft mbH
2038;P-VV 21;19.03.2001;01.03.2006;152583;01.09.2004;Fa. Seygesellschaft mbH
2038;P-NF 957;03.09.1997;01.08.2002;170520;01.02.2001;Fa. Seygesellschaft mbH
2038;P-SD 651;15.09.1995;01.09.2002;190460;01.04.2001;Fa. Seygesellschaft mbH
2038;P-IY 192;02.11.1999;01.11.2004;172829;01.02.2004;Fa. Seygesellschaft mbH
2038;P-GQ 29;19.03.2001;01.03.2006;165998;01.10.2004;Fa. Seygesellschaft mbH
2038;P-PY 128;11.12.1998;01.12.2003;165450;01.09.2002;Fa. Seygesellschaft mbH
2038;P-TY 98;10.04.1997;01.03.2002;149261;01.01.2001;Fa. Seygesellschaft mbH
2038;P-MV 142;29.10.1999;01.10.2004;130214;01.10.2003;Fa. Seygesellschaft mbH
2038;P-JR 898;29.09.1993;01.10.2002;199120;01.07.2002;Fa. Seygesellschaft mbH
2038;P-RQ 701;16.12.1998;01.12.2003;183065;01.08.2002;Fa. Seygesellschaft mbH
2038;P-CJ 737;07.04.1997;01.04.2002;128890;01.01.2001;Fa. Seygesellschaft mbH
2038;P-HM 843;11.10.1999;01.10.2004;226200;01.03.2003;Fa. Seygesellschaft mbH
2038;B-GC 323;14.09.1993;01.08.2004;151645;01.09.2002;Fa. Seygesellschaft mbH
2038;P-GV 965;30.07.1999;01.08.2004;169440;01.10.2002;Fa. Seygesellschaft mbH
2038;P-CF 140;07.04.1997;01.07.2002;150420;01.01.2001;Fa. Seygesellschaft mbH
2038;P-AN 11;18.09.2001;01.10.2006;174430;01.10.2004;Fa. Seygesellschaft mbH
2038;P-PI 179;19.05.1994;01.04.2005;137435;01.02.2004;Fa. Seygesellschaft mbH
2038;P-RY 232;30.07.1999;01.08.2004;152475;01.09.2002;Fa. Seygesellschaft mbH
2038;P-TI 345;01.04.1997;01.04.2002;120192;01.08.2000;Fa. Seygesellschaft mbH
2038;P-AX 708;11.03.2003;01.03.2006;0;01.03.2003;Fa. Seygesellschaft mbH
2038;P-MT 949;24.06.1994;01.05.2002;108926;01.08.2000;Fa. Seygesellschaft mbH
2038;P-GQ 489;30.07.1999;01.08.2004;168452;01.11.2002;Fa. Seygesellschaft mbH
2038;P-NI 147;01.04.1997;01.03.2002;150111;01.01.2001;Fa. Seygesellschaft mbH
2038;B-RG 199;04.07.2003;01.07.2006;6638;01.09.2004;Fa. Seygesellschaft mbH
2038;P-HW 892;16.06.1999;01.06.2001;26080;01.04.2000;Fa. Seygesellschaft mbH
2038;P-GL 321;08.07.1994;01.08.2000;145954;01.08.2000;Fa. Seygesellschaft mbH
2038;P-OG 879;30.07.1999;01.08.2004;157320;01.01.2003;Fa. Seygesellschaft mbH
2038;P-KN 849;01.04.1997;01.03.2002;150930;01.01.2001;Fa. Seygesellschaft mbH
2038;B-GN 629;05.02.1997;01.02.2006;110214;01.08.2004;Fa. Seygesellschaft mbH
2038;B-OY 650;05.11.2002;01.11.2005;0;01.05.2003;Fa. Seygesellschaft mbH
2038;P-IM 259;05.08.1994;01.08.2006;157806;01.10.2004;Fa. Seygesellschaft mbH
2038;P-GP 455;30.07.1999;01.08.2004;180510;01.11.2002;Fa. Seygesellschaft mbH
2038;P-YQ 775;01.04.1997;01.04.2002;150900;01.01.2001;Fa. Seygesellschaft mbH
2038;P-DA 574;30.07.1999;01.08.2006;184618;01.08.2004;Fa. Seygesellschaft mbH
2038;P-BE 164;31.05.2002;01.04.2005;51620;01.10.2003;Fa. Seygesellschaft mbH
2038;P-GN 537;22.08.1994;01.08.2006;147600;01.08.2004;Fa. Seygesellschaft mbH
2038;P-KP 25;01.06.1995;01.06.2006;186799;01.06.2004;Fa. Seygesellschaft mbH
2038;P-FE 182;21.02.1997;01.04.2002;164400;01.01.2001;Fa. Seygesellschaft mbH
2038;P-MT 479;13.11.2003;01.11.2006;29350;01.09.2004;Fa. Seygesellschaft mbH
2038;P-DE 649;10.04.1995;01.07.2006;219977;01.07.2004;Fa. Seygesellschaft mbH
2039;PM-QT 95;08.02.1999;01.02.2004;141191;01.01.2003;Fa. Sauler AG
2039;P-XG 415;02.09.2004;01.09.2007;0;01.08.2004;Fa. Sauler AG
2039;PM-FL 7;20.04.1999;01.04.2002;45175;01.03.2000;Fa. Sauler AG
2039;PM-OQ 786;30.11.1999;01.11.2002;29552;01.12.2000;Fa. Sauler AG
2039;PM-SR 177;28.04.2000;01.05.2003;68622;01.12.2001;Fa. Sauler AG
2039;PM-PD 139;24.01.2000;01.01.2005;87373;01.05.2003;Fa. Sauler AG
2039;PM-TW 180;28.10.1997;01.10.2004;57512;01.05.2004;Fa. Sauler AG
2039;PM-NE 982;18.11.1996;01.11.2002;77617;01.04.2002;Fa. Sauler AG
2039;PM-EC 565;26.10.2000;01.10.2003;56283;01.07.2003;Fa. Sauler AG
2039;PM-VN 510;24.10.2000;01.10.2003;60674;01.11.2002;Fa. Sauler AG
2039;PM-QP 989;27.02.1999;01.02.2004;95207;01.06.2003;Fa. Sauler AG
2039;P-RN 498;23.09.2004;01.09.2007;0;01.09.2004;Fa. Sauler AG
2039;P-YH 504;23.09.2004;01.09.2007;0;01.09.2004;Fa. Sauler AG
2039;PM-WO 615;25.05.2001;01.05.2004;36945;01.04.2002;Fa. Sauler AG
2039;P-GF 865;02.09.2004;01.08.2007;0;01.08.2004;Fa. Sauler AG
2043;L-EW 166;04.10.1995;01.10.2000;171054;01.01.2000;Fa. Schoubyegesellschaft mbH
2045;HVL-UB 156;21.06.2002;01.06.2004;27531;01.10.2003;Fa. Pankonin gGmbH
2045;HVL-VE 466;13.03.2001;01.03.2006;53418;01.05.2004;Fa. Pankonin gGmbH
2045;HVL-TO 685;09.01.2003;01.01.2005;27253;01.11.2003;Fa. Pankonin gGmbH
2045;HVL-MP 236;16.12.1992;01.04.2005;121906;01.06.2004;Fa. Pankonin gGmbH
2045;HVL-WR 972;12.06.1997;01.07.2001;61201;01.02.2000;Fa. Pankonin gGmbH
2045;HVL-TC 304;07.12.2001;01.12.2004;90308;01.10.2004;Fa. Pankonin gGmbH
2045;HVL-VH 485;07.12.2001;01.12.2004;91144;01.07.2004;Fa. Pankonin gGmbH
2045;HVL-GV 991;08.02.2000;01.02.2006;44221;01.05.2004;Fa. Pankonin gGmbH
2045;HVL-BJ 521;09.01.2003;01.01.2005;38100;01.08.2004;Fa. Pankonin gGmbH
2045;B-KL 596;04.07.2002;01.07.2005;59251;01.11.2004;Fa. Pankonin gGmbH
2045;B-WE 232;18.06.2002;01.06.2005;31141;01.04.2004;Fa. Pankonin gGmbH
2045;B-CL 665;01.08.2002;01.08.2005;125715;01.09.2004;Fa. Pankonin gGmbH
2045;B-HO 785;18.07.2001;01.07.2006;105483;01.07.2004;Fa. Pankonin gGmbH
2045;B-CJ 733;24.07.1997;01.07.2000;120800;01.08.2001;Fa. Pankonin gGmbH
2045;B-TW 844;25.07.2003;01.07.2006;22540;01.07.2004;Fa. Pankonin gGmbH
2045;HVL-VW 853;19.07.2001;01.07.2005;74448;01.07.2004;Fa. Pankonin gGmbH
2045;HVL-CM 471;04.11.1997;01.11.2004;167654;01.03.2004;Fa. Pankonin gGmbH
2045;HVL-LA 741;09.01.2003;01.01.2005;44808;01.06.2004;Fa. Pankonin gGmbH
2045;HVL-HE 828;13.09.2004;01.09.2006;0;01.09.2004;Fa. Pankonin gGmbH
2045;HVL-LT 418;12.09.2003;01.09.2005;0;01.09.2003;Fa. Pankonin gGmbH
2045;HVL-NB 653;05.02.2001;01.02.2005;37606;01.08.2004;Fa. Pankonin gGmbH
2045;HVL-PQ 329;23.01.1997;01.02.2005;98025;01.10.2004;Fa. Pankonin gGmbH
2045;HVL-SN 148;19.02.1999;01.02.2005;52770;01.07.2004;Fa. Pankonin gGmbH
2045;HVL-OW 784;16.02.1998;01.02.2006;74121;01.05.2004;Fa. Pankonin gGmbH
2045;B-PR 639;28.06.2004;01.06.2007;17759;01.09.2004;Fa. Pankonin gGmbH
2045;HVL-PV 679;18.03.2002;01.03.2006;85040;01.09.2004;Fa. Pankonin gGmbH
2045;HVL-JS 901;09.02.1998;01.02.2006;50643;01.07.2004;Fa. Pankonin gGmbH
2046;P-RE 68;27.05.1997;01.04.2006;286023;01.10.2004;Annemaria Friedewald
2046;P-GN 685;27.06.1997;01.06.2006;202159;01.08.2004;Annemaria Friedewald
2046;P-OA 794;05.09.1997;01.07.2006;93433;01.07.2004;Annemaria Friedewald
2050;HVL-DI 967;30.08.2000;01.09.2005;152514;01.10.2004;Ernest Eloo
2051;HVL-IJ 147;14.06.1999;01.06.2004;44127;01.07.2003;Fa. Ehrlich GbR
2052;HAL-GI 370;04.01.1991;01.10.2001;218065;01.02.2001;Michaela Hildmann
2052;P-DB 621;19.06.1998;01.06.2001;38000;01.05.2000;Michaela Hildmann
2052;P-SD 998;08.09.1997;01.09.2000;45620;01.01.2000;Michaela Hildmann
2052;P-VG 484;29.09.1998;01.09.2003;116519;01.04.2003;Michaela Hildmann
2052;P-LB 593;06.01.1999;01.01.2004;117724;01.03.2002;Michaela Hildmann
2052;P-KG 61;11.08.1994;01.07.2001;180734;01.08.2000;Michaela Hildmann
2052;P-MT 309;29.09.1995;01.10.2001;130000;01.05.2000;Michaela Hildmann
2052;P-CP 389;28.04.1997;01.03.2002;149000;01.09.2001;Michaela Hildmann
2052;P-CD 864;11.01.1999;01.01.2002;60750;01.06.2000;Michaela Hildmann
2052;P-PF 550;18.10.1996;01.10.2001;143487;01.09.2000;Michaela Hildmann
2052;P-BX 869;05.05.1999;01.05.2002;66346;01.01.2002;Michaela Hildmann
2052;B-WH 904;24.08.2000;01.08.2003;64025;01.07.2002;Michaela Hildmann
2052;P-SQ 145;13.11.1998;01.10.2003;81132;01.07.2003;Michaela Hildmann
2052;P-BK 42;17.12.1996;01.12.2001;123547;01.09.2000;Michaela Hildmann
2052;B-WA 303;17.10.2002;01.10.2004;40638;01.10.2003;Michaela Hildmann
2053;HVL-CO 844;25.04.2002;01.04.2005;50096;01.05.2003;Fa. Kutzke e.V.
2053;HVL-NB 902;25.07.1996;01.08.2002;108154;01.03.2001;Fa. Kutzke e.V.
2053;HVL-AS 481;29.07.1996;01.09.2003;182000;01.01.2002;Fa. Kutzke e.V.
2054;BBL 10-DJ 402;30.01.2003;01.01.2006;34026;01.07.2003;Fa. Mies e.V.
2054;B-ON 464;30.11.2001;01.04.2005;0;01.11.2001;Fa. Mies e.V.
2054;BBL 10-JF 179;23.09.2003;01.09.2006;34802;01.05.2004;Fa. Mies e.V.
2054;P-JU 340;21.01.2002;01.05.2004;2335;01.02.2002;Fa. Mies e.V.
2054;B-PG 286;30.06.1994;01.07.2002;151116;01.12.2000;Fa. Mies e.V.
2054;HVL-XX 965;05.12.2001;01.12.2004;38000;01.11.2002;Fa. Mies e.V.
2054;P-TU 773;20.09.2000;01.09.2003;36933;01.09.2001;Fa. Mies e.V.
2054;BBL 13-TA 404;07.07.1994;01.07.2003;145396;01.11.2001;Fa. Mies e.V.
2054;BBL 9-FW 420;29.10.2003;01.10.2006;24574;01.09.2004;Fa. Mies e.V.
2054;B-AD 68;08.12.1999;01.12.2003;15160;01.05.2000;Fa. Mies e.V.
2054;BBL 10-RX 749;30.06.1994;01.07.2001;165260;01.08.2000;Fa. Mies e.V.
2054;BBL 10-MV 328;28.11.2002;01.11.2005;33897;01.11.2003;Fa. Mies e.V.
2054;BBL 10-NO 695;18.03.2002;01.03.2005;8798;01.08.2002;Fa. Mies e.V.
2054;BBL 10-PE 704;30.06.1995;01.06.2004;125100;01.09.2001;Fa. Mies e.V.
2054;OHV-XU 668;28.11.2000;01.11.2003;35700;01.07.2001;Fa. Mies e.V.
2054;BBL 10-RQ 550;04.10.2002;01.10.2005;14234;01.02.2003;Fa. Mies e.V.
2054;BBL 10-SX 958;29.10.1997;01.10.2002;115820;01.08.2001;Fa. Mies e.V.
2054;P-VB 745;28.11.2000;01.11.2003;35700;01.11.2001;Fa. Mies e.V.
2054;BBL 10-ID 634;08.05.2001;01.05.2004;32687;01.05.2001;Fa. Mies e.V.
2054;BBL 10-KX 399;04.11.1997;01.10.2002;125827;01.10.2002;Fa. Mies e.V.
2054;BBL 9-HB 399;27.08.2002;01.08.2005;30419;01.03.2004;Fa. Mies e.V.
2054;OHV-YR 890;11.10.2001;01.10.2004;34878;01.09.2002;Fa. Mies e.V.
2054;BBL 10-NW 46;26.03.2002;01.03.2005;81012;01.11.2004;Fa. Mies e.V.
2054;B-MA 597;26.03.2002;01.03.2005;57058;01.01.2003;Fa. Mies e.V.
2054;BBL 10-AL 964;08.10.2001;01.10.2004;3200;01.11.2002;Fa. Mies e.V.
2054;BBL 10-DC 978;08.10.2001;01.10.2004;28002;01.09.2002;Fa. Mies e.V.
2054;B-SA 570;03.04.2001;01.04.2004;63252;01.03.2002;Fa. Mies e.V.
